
0,0,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[153;128;88;28],[-1;-1;-1;-1],DOWN,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[32;52;72;92],20,218,,0,null,,0,0
1,1,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[153;128;88;28],[-1;-1;-1;-1],DOWN,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[32;52;72;92],20,218,,1,null,,1,0
2,2,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[153;128;88;28],[-1;-1;-1;-1],DOWN,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[32;52;72;92],20,218,,2,null,,2,-170
3,3,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[153;128;88;28],[-1;-1;-1;-1],DOWN,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[32;52;72;92],20,218,,3,RIGHT,,3,-170
4,4,0,[70;90;-1;-1],[70;90;-1;-1],[117;92;97;-1],[102;97;-1;-1],LEFT,[RIGHT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;20;40],190,206,,4,DOWN,,4,0
5,5,0,[70;90;-1;-1],[70;90;-1;-1],[117;92;97;-1],[102;97;-1;-1],LEFT,[RIGHT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;20;40],190,206,,5,RIGHT,,5,0
6,6,0,[70;90;-1;-1],[70;90;-1;-1],[117;92;97;-1],[102;97;-1;-1],LEFT,[RIGHT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;20;40],190,206,,6,LEFT,,6,-30
7,7,0,[70;90;-1;-1],[70;90;-1;-1],[117;92;97;-1],[102;97;-1;-1],LEFT,[RIGHT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;20;40],190,206,,7,LEFT,,7,-30
8,8,0,[46;66;-1;-1],[46;66;-1;-1],[105;80;85;-1],[102;102;-1;-1],UP,[RIGHT;RIGHT;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;8;28],220,203,,8,RIGHT,,8,0
9,9,0,[46;66;-1;-1],[46;66;-1;-1],[105;80;85;-1],[102;102;-1;-1],UP,[RIGHT;RIGHT;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;8;28],220,203,,9,UP,,9,0
10,10,0,[46;66;-1;-1],[46;66;-1;-1],[105;80;85;-1],[102;102;-1;-1],UP,[RIGHT;RIGHT;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;8;28],220,203,,10,RIGHT,,10,-30
11,11,0,[46;66;-1;-1],[46;66;-1;-1],[105;80;85;-1],[102;102;-1;-1],UP,[RIGHT;RIGHT;NEUTRAL;NEUTRAL],[0;0;0;0],[0;0;8;28],220,203,,11,RIGHT,,11,-30
12,12,0,[22;42;70;-1],[22;42;70;-1],[93;68;73;-1],[102;102;97;-1],UP,[DOWN;RIGHT;LEFT;NEUTRAL],[0;0;0;0],[0;0;0;16],250,200,,12,UP,,12,0
13,13,0,[22;42;70;-1],[22;42;70;-1],[93;68;73;-1],[102;102;97;-1],UP,[DOWN;RIGHT;LEFT;NEUTRAL],[0;0;0;0],[0;0;0;16],250,200,,13,LEFT,,13,0
14,14,0,[22;42;70;-1],[22;42;70;-1],[93;68;73;-1],[102;102;97;-1],UP,[DOWN;RIGHT;LEFT;NEUTRAL],[0;0;0;0],[0;0;0;16],250,200,,14,LEFT,,14,0
15,15,0,[22;42;70;-1],[22;42;70;-1],[93;68;73;-1],[102;102;97;-1],UP,[DOWN;RIGHT;LEFT;NEUTRAL],[0;0;0;0],[0;0;0;16],250,200,,15,DOWN,,15,0
16,16,0,[50;42;70;50],[74;54;70;50],[105;80;109;-1],[102;102;97;97],LEFT,[DOWN;DOWN;LEFT;LEFT],[0;0;0;0],[0;0;0;0],250,200,,16,DOWN,,16,0
17,17,0,[50;42;70;50],[74;54;70;50],[105;80;109;-1],[102;102;97;97],LEFT,[DOWN;DOWN;LEFT;LEFT],[0;0;0;0],[0;0;0;0],250,200,,17,DOWN,,17,0
18,18,0,[50;42;70;50],[74;54;70;50],[105;80;109;-1],[102;102;97;97],LEFT,[DOWN;DOWN;LEFT;LEFT],[0;0;0;0],[0;0;0;0],250,200,,18,DOWN,,18,0
19,19,0,[50;42;70;50],[74;54;70;50],[105;80;109;-1],[102;102;97;97],LEFT,[DOWN;DOWN;LEFT;LEFT],[0;0;0;0],[0;0;0;0],250,200,,19,LEFT,,19,0
20,20,0,[74;54;70;50],[74;54;70;50],[93;68;121;-1],[102;102;97;97],UP,[LEFT;DOWN;DOWN;LEFT],[0;0;0;0],[0;0;0;0],250,200,,20,RIGHT,,20,0
21,21,0,[74;54;70;50],[74;54;70;50],[93;68;121;-1],[102;102;97;97],UP,[LEFT;DOWN;DOWN;LEFT],[0;0;0;0],[0;0;0;0],250,200,,21,RIGHT,,21,0
22,22,0,[74;54;70;50],[74;54;70;50],[93;68;121;-1],[102;102;97;97],UP,[LEFT;DOWN;DOWN;LEFT],[0;0;0;0],[0;0;0;0],250,200,,22,RIGHT,,22,-10
23,23,0,[74;54;70;50],[74;54;70;50],[93;68;121;-1],[102;102;97;97],UP,[LEFT;DOWN;DOWN;LEFT],[0;0;0;0],[0;0;0;0],250,200,,23,LEFT,,23,-10
24,24,0,[74;54;59;59],[74;54;59;59],[69;44;97;-1],[1143;102;1143;97],RIGHT,[LEFT;RIGHT;DOWN;DOWN],[0;0;0;0],[0;0;0;0],260,199,,24,RIGHT,,24,0
25,25,0,[74;54;59;59],[74;54;59;59],[69;44;97;-1],[1143;102;1143;97],RIGHT,[LEFT;RIGHT;DOWN;DOWN],[0;0;0;0],[0;0;0;0],260,199,,25,LEFT,,25,0
26,26,0,[74;54;59;59],[74;54;59;59],[69;44;97;-1],[1143;102;1143;97],RIGHT,[LEFT;RIGHT;DOWN;DOWN],[0;0;0;0],[0;0;0;0],260,199,,26,LEFT,,26,-50
27,27,0,[74;54;59;59],[74;54;59;59],[69;44;97;-1],[1143;102;1143;97],RIGHT,[LEFT;RIGHT;DOWN;DOWN],[0;0;0;0],[0;0;0;0],260,199,,27,LEFT,,27,-50
28,28,0,[74;54;59;39],[74;54;59;39],[93;68;73;-1],[1143;1143;1143;1143],DOWN,[LEFT;DOWN;RIGHT;DOWN],[0;0;0;0],[0;0;0;0],310,194,,28,UP,,28,0
29,29,0,[74;54;59;39],[74;54;59;39],[93;68;73;-1],[1143;1143;1143;1143],DOWN,[LEFT;DOWN;RIGHT;DOWN],[0;0;0;0],[0;0;0;0],310,194,,29,LEFT,,29,0
30,30,0,[74;54;59;39],[74;54;59;39],[93;68;73;-1],[1143;1143;1143;1143],DOWN,[LEFT;DOWN;RIGHT;DOWN],[0;0;0;0],[0;0;0;0],310,194,,30,UP,,30,0
31,31,0,[74;54;59;39],[74;54;59;39],[93;68;73;-1],[1143;1143;1143;1143],DOWN,[LEFT;DOWN;RIGHT;DOWN],[0;0;0;0],[0;0;0;0],310,194,,31,UP,,31,0
32,32,0,[74;54;74;63],[74;54;74;94],[105;80;85;-1],[1143;1143;1143;1143],DOWN,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],310,194,,32,UP,,32,0
33,33,0,[74;54;74;63],[74;54;74;94],[105;80;85;-1],[1143;1143;1143;1143],DOWN,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],310,194,,33,RIGHT,,33,0
34,34,0,[74;54;74;63],[74;54;74;94],[105;80;85;-1],[1143;1143;1143;1143],DOWN,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],310,194,,34,DOWN,,34,-60
35,35,0,[74;54;74;63],[74;54;74;94],[105;80;85;-1],[1143;1143;1143;1143],DOWN,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],310,194,,35,DOWN,,35,-60
36,36,0,[74;62;26;46],[74;62;26;46],[129;104;96;-1],[1143;1143;1143;1143],LEFT,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],370,188,,36,LEFT,,36,0
37,37,0,[74;62;26;46],[74;62;26;46],[129;104;96;-1],[1143;1143;1143;1143],LEFT,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],370,188,,37,DOWN,,37,0
38,38,0,[74;62;26;46],[74;62;26;46],[129;104;96;-1],[1143;1143;1143;1143],LEFT,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],370,188,,38,LEFT,,38,-40
39,39,0,[74;62;26;46],[74;62;26;46],[129;104;96;-1],[1143;1143;1143;1143],LEFT,[LEFT;LEFT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],370,188,,39,DOWN,,39,-40
40,40,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[68;93;48;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],410,184,,40,RIGHT,,40,0
41,41,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[68;93;48;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],410,184,,41,DOWN,,41,0
42,42,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[68;93;48;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],410,184,,42,DOWN,,42,0
43,43,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[68;93;48;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],410,184,,43,LEFT,,43,0
44,44,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[93;68;73;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[11;31;51;71],410,184,,44,DOWN,,44,0
