
0,0,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[124;99;101;55],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[40;60;80;100],0,220,,0,LEFT,,0,0
1,1,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[124;99;101;55],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[40;60;80;100],0,220,,1,LEFT,,1,0
2,2,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[124;99;101;55],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[40;60;80;100],0,220,,2,RIGHT,,2,-10
3,3,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[124;99;101;55],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[40;60;80;100],0,220,,3,RIGHT,,3,-10
4,4,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[125;100;100;56],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[39;59;79;99],10,219,,4,DOWN,,4,0
5,5,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[125;100;100;56],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[39;59;79;99],10,219,,5,RIGHT,,5,0
6,6,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[125;100;100;56],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[39;59;79;99],10,219,,6,LEFT,,6,0
7,7,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[125;100;100;56],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[39;59;79;99],10,219,,7,LEFT,,7,0
8,8,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[126;101;99;57],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[38;58;78;98],10,219,,8,LEFT,,8,0
9,9,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[126;101;99;57],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[38;58;78;98],10,219,,9,UP,,9,0
10,10,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[126;101;99;57],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[38;58;78;98],10,219,,10,UP,,10,0
11,11,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[126;101;99;57],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[38;58;78;98],10,219,,11,RIGHT,,11,0
12,12,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[127;102;98;58],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[37;57;77;97],10,219,,12,DOWN,,12,0
13,13,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[127;102;98;58],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[37;57;77;97],10,219,,13,RIGHT,,13,0
14,14,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[127;102;98;58],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[37;57;77;97],10,219,,14,LEFT,,14,0
15,15,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[127;102;98;58],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[37;57;77;97],10,219,,15,LEFT,,15,0
16,16,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[128;103;97;59],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],10,219,,16,RIGHT,,16,0
17,17,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[128;103;97;59],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],10,219,,17,DOWN,,17,0
18,18,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[128;103;97;59],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],10,219,,18,UP,,18,-10
19,19,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[128;103;97;59],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[36;56;76;96],10,219,,19,DOWN,,19,-10
20,20,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[129;104;96;60],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[35;55;75;95],20,218,,20,DOWN,,20,0
21,21,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[129;104;96;60],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[35;55;75;95],20,218,,21,LEFT,,21,0
22,22,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[129;104;96;60],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[35;55;75;95],20,218,,22,DOWN,,22,0
