
83,83,0,[66;82;76;55],[66;82;76;55],[85;112;137;-1],[1143;1143;1143;1143],DOWN,[LEFT;DOWN;RIGHT;UP],[163;163;163;163],[0;0;0;0],510,3,174,,83,DOWN,,83,140
84,84,0,[72;92;62;13],[72;92;62;13],[92;108;133;-1],[1143;1143;1143;102],RIGHT,[LEFT;LEFT;DOWN;UP],[135;135;135;135],[0;0;0;0],580,3,167,,84,UP,,84,100
85,85,0,[99;134;104;27],[99;134;104;53],[64;136;148;-1],[1148;1143;1143;102],UP,[UP;DOWN;DOWN;RIGHT],[107;107;107;107],[0;0;0;0],650,3,160,,85,UP,,85,60
86,86,0,[81;152;122;33],[81;165;135;95],[52;148;136;-1],[1148;1143;1143;102],RIGHT,[UP;DOWN;DOWN;RIGHT],[95;95;95;95],[0;0;0;0],680,3,157,,86,DOWN,,86,30
87,87,0,[39;142;108;47],[39;142;108;71],[56;133;108;-1],[102;1143;1143;102],RIGHT,[UP;RIGHT;RIGHT;UP],[67;67;67;67],[0;0;0;0],710,3,154,,87,UP,,87,170
88,88,0,[29;153;139;29],[29;153;139;29],[28;137;112;-1],[102;1143;1143;102],UP,[UP;RIGHT;DOWN;RIGHT],[39;39;39;39],[0;0;0;0],710,3,154,,88,UP,,88,390
89,89,0,[24;150;138;16],[24;150;138;16],[125;100;-1;-1],[1148;1143;1143;1148],LEFT,[LEFT;LEFT;RIGHT;RIGHT],[183;183;183;183],[0;0;0;0],880,3,142,,89,UP,,89,220
90,90,0,[30;156;156;-1],[70;167;167;-1],[137;112;-1;-1],[1148;1143;1143;-1],LEFT,[LEFT;LEFT;RIGHT;NEUTRAL],[171;171;171;0],[0;0;0;39],1100,3,140,,90,UP,,90,400
91,91,0,[8;118;139;57],[8;118;139;57],[125;100;-1;-1],[1148;1143;1148;1148],LEFT,[LEFT;UP;RIGHT;RIGHT],[119;119;119;0],[0;0;0;0],1100,3,140,,91,LEFT,,91,400
92,92,0,[-1;124;145;33],[-1;137;169;33],[137;112;-1;-1],[-1;1143;1148;1148],LEFT,[NEUTRAL;LEFT;RIGHT;UP],[0;107;107;0],[39;0;0;0],1500,3,140,,92,DOWN,,92,0
93,93,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[100;125;-1;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[39;59;79;99],1500,2,140,,93,RIGHT,,93,0
94,94,0,[45;-1;-1;-1],[45;-1;-1;-1],[112;137;-1;-1],[1143;-1;-1;-1],DOWN,[LEFT;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[0;7;27;47],1500,2,140,,94,UP,,94,0
95,95,0,[35;15;31;-1],[35;15;31;-1],[108;133;-1;-1],[1143;1143;1148;-1],RIGHT,[LEFT;DOWN;RIGHT;NEUTRAL],[0;0;0;0],[0;0;0;19],1500,2,140,,95,LEFT,,95,0
96,96,0,[67;71;63;61],[67;95;63;61],[136;148;-1;-1],[1148;1143;1148;1148],UP,[LEFT;RIGHT;RIGHT;RIGHT],[0;0;0;0],[0;0;0;0],1500,2,140,,96,UP,,96,0
97,97,0,[54;81;63;37],[54;81;63;37],[148;136;-1;-1],[1148;1148;1148;1148],RIGHT,[DOWN;RIGHT;RIGHT;UP],[0;0;0;0],[0;0;0;0],1500,2,140,,97,DOWN,,97,0
98,98,0,[54;25;63;19],[54;25;63;19],[133;108;-1;-1],[1148;1148;1148;1148],RIGHT,[DOWN;UP;DOWN;UP],[0;0;0;0],[0;0;0;0],1500,2,140,,98,RIGHT,,98,0
99,99,0,[86;73;95;19],[86;73;95;19],[137;112;-1;-1],[1148;1148;1148;1148],UP,[DOWN;RIGHT;LEFT;RIGHT],[0;0;0;0],[0;0;0;0],1500,2,140,,99,DOWN,,99,40
100,100,0,[114;23;65;19],[114;23;65;19],[125;100;-1;-1],[1148;1148;1148;1148],LEFT,[LEFT;RIGHT;RIGHT;DOWN],[0;0;0;0],[0;0;0;0],1500,2,140,,100,DOWN,,100,70
101,101,0,[82;23;39;51],[82;23;39;53],[109;84;-1;-1],[1148;1143;1148;1148],DOWN,[UP;RIGHT;LEFT;LEFT],[0;0;0;0],[0;0;0;0],1540,2,136,,101,UP,,101,30
102,102,0,[62;47;39;43],[62;75;39;43],[97;72;-1;-1],[1148;1143;1148;1148],DOWN,[LEFT;DOWN;UP;LEFT],[0;0;0;0],[0;0;0;0],1570,2,133,,102,LEFT,,102,0
103,103,0,[86;75;9;43],[86;75;9;43],[121;96;-1;-1],[1148;1143;1148;1148],LEFT,[LEFT;DOWN;UP;RIGHT],[0;0;0;0],[0;0;0;0],1570,2,133,,103,UP,,103,0
104,104,0,[106;95;15;43],[162;127;95;43],[133;108;-1;-1],[1143;1143;1148;1148],UP,[LEFT;DOWN;LEFT;UP],[0;0;0;0],[0;0;0;0],1570,2,133,,104,LEFT,,104,20
105,105,0,[142;110;57;43],[142;110;57;43],[148;136;-1;-1],[1143;1143;1143;1143],UP,[DOWN;RIGHT;LEFT;LEFT],[0;0;0;0],[0;0;0;0],1570,2,133,,105,DOWN,,105,20
106,106,0,[155;110;71;43],[155;110;95;43],[149;124;-1;-1],[1143;1143;1143;1143],RIGHT,[DOWN;UP;DOWN;LEFT],[0;0;0;0],[0;0;0;0],1590,2,131,,106,LEFT,,106,0
107,107,0,[155;90;95;53],[155;90;95;85],[137;112;-1;-1],[1143;1143;1143;1143],RIGHT,[LEFT;LEFT;LEFT;DOWN],[0;0;0;0],[0;0;0;0],1590,2,131,,107,UP,,107,0
108,108,0,[107;83;54;13],[107;83;54;13],[125;100;-1;-1],[1143;1143;1148;1148],LEFT,[RIGHT;LEFT;LEFT;RIGHT],[0;0;0;0],[0;0;0;0],1590,2,131,,108,UP,,108,10
109,109,0,[-1;-1;-1;-1],[-1;-1;-1;-1],[96;121;-1;-1],[-1;-1;-1;-1],LEFT,[NEUTRAL;NEUTRAL;NEUTRAL;NEUTRAL],[0;0;0;0],[31;51;71;91],1590,1,131,,109,LEFT,,109,40
